date,sales,product,quantity,customer,unit_price
2025-02-23,83.55,Spices Mix,1,CUST0285,83.55
2025-02-23,81.7,Bread,3,CUST0224,27.23
2025-02-23,70.06,Fruits,1,CUST0253,70.06
2025-02-23,136.11,Cooking Oil,1,CUST0259,136.11
2025-02-24,151.39,Spices Mix,2,CUST0076,75.7
2025-02-24,323.1,Chicken,2,CUST0172,161.55
2025-02-24,117.39,Tea,1,CUST0279,117.39
2025-02-24,205.2,Coffee,1,CUST0073,205.2
2025-02-24,60.1,Onions,2,CUST0148,30.05
2025-02-24,111.18,Milk,2,CUST0010,55.59
2025-02-24,58.7,Yogurt,1,CUST0112,58.7
2025-02-24,70.59,Spices Mix,1,CUST0285,70.59
2025-02-24,459.33,Chicken,3,CUST0113,153.11
2025-02-24,186.31,Coffee,1,CUST0191,186.31
2025-02-24,226.39,Coffee,1,CUST0076,226.39
2025-02-24,225.13,Fruits,3,CUST0028,75.04
2025-02-24,75.03,Spices Mix,1,CUST0191,75.03
2025-02-24,40.0,Sugar,1,CUST0160,40.0
2025-02-24,139.2,Onions,5,CUST0209,27.84
2025-02-24,4.82,Eggs,1,CUST0061,4.82
2025-02-25,73.76,Fruits,1,CUST0137,73.76
2025-02-25,170.84,Cooking Oil,1,CUST0086,170.84
2025-02-25,156.49,Basmati Rice,2,CUST0288,78.25
2025-02-25,98.99,Pulses,1,CUST0072,98.99
2025-02-25,129.39,Tea,1,CUST0247,129.39
2025-02-25,198.91,Coffee,1,CUST0057,198.91
2025-02-25,113.3,Pulses,1,CUST0279,113.3
2025-02-25,36.8,Wheat Flour,1,CUST0103,36.8
2025-02-25,114.0,Tea,1,CUST0293,114.0
2025-02-25,74.79,Tomatoes,2,CUST0148,37.4
2025-02-25,51.05,Yogurt,1,CUST0213,51.05
2025-02-25,117.17,Yogurt,2,CUST0250,58.58
2025-02-25,133.98,Yogurt,2,CUST0155,66.99
2025-02-25,369.64,Coffee,2,CUST0251,184.82
2025-02-25,57.22,Bread,2,CUST0033,28.61
2025-02-25,128.96,Cooking Oil,1,CUST0021,128.96
2025-02-25,158.08,Basmati Rice,2,CUST0240,79.04
2025-02-25,68.97,Onions,2,CUST0031,34.48
2025-02-26,90.19,Fruits,1,CUST0193,90.19
2025-02-26,104.5,Pulses,1,CUST0273,104.5
2025-02-26,27.15,Potatoes,1,CUST0122,27.15
2025-02-26,144.66,Spices Mix,2,CUST0150,72.33
2025-02-26,198.35,Chicken,1,CUST0154,198.35
2025-02-26,5.07,Eggs,1,CUST0039,5.07
2025-02-26,62.31,Biscuits,2,CUST0191,31.15
2025-02-26,244.39,Milk,5,CUST0029,48.88
2025-02-26,693.59,Fish,3,CUST0129,231.2
2025-02-26,194.97,Pulses,2,CUST0253,97.49
2025-02-26,237.77,Fish,1,CUST0256,237.77
2025-02-26,5.48,Eggs,1,CUST0219,5.48
2025-02-26,45.43,Tomatoes,1,CUST0288,45.43
2025-02-26,159.0,Yogurt,3,CUST0215,53.0
2025-02-26,30.54,Onions,1,CUST0140,30.54
2025-02-26,76.16,Basmati Rice,1,CUST0107,76.16
2025-02-26,205.8,Coffee,1,CUST0082,205.8
2025-02-26,33.62,Onions,1,CUST0006,33.62
2025-02-26,228.8,Pulses,2,CUST0141,114.4
2025-02-26,172.96,Coffee,1,CUST0108,172.96
2025-02-26,127.34,Tea,1,CUST0002,127.34
2025-02-26,412.65,Chicken,2,CUST0249,206.32
2025-02-26,24.92,Bread,1,CUST0103,24.92
2025-02-26,44.37,Milk,1,CUST0036,44.37
2025-02-27,72.97,Basmati Rice,1,CUST0128,72.97
2025-02-27,172.66,Coffee,1,CUST0029,172.66
2025-02-27,53.52,Onions,2,CUST0007,26.76
2025-02-27,221.94,Coffee,1,CUST0150,221.94
2025-02-27,81.45,Spices Mix,1,CUST0067,81.45
2025-02-27,84.56,Basmati Rice,1,CUST0039,84.56
2025-02-27,227.21,Tea,2,CUST0252,113.6
2025-02-27,73.27,Bread,3,CUST0125,24.42
2025-02-27,78.22,Vegetables,2,CUST0201,39.11
2025-02-27,38.88,Wheat Flour,1,CUST0012,38.88
2025-02-27,81.08,Basmati Rice,1,CUST0143,81.08
2025-02-27,83.43,Basmati Rice,1,CUST0139,83.43
2025-02-27,412.74,Basmati Rice,5,CUST0052,82.55
2025-02-27,55.94,Potatoes,2,CUST0162,27.97
2025-02-27,80.26,Spices Mix,1,CUST0041,80.26
2025-02-27,26.61,Bread,1,CUST0184,26.61
2025-02-27,178.94,Basmati Rice,2,CUST0137,89.47
2025-02-27,25.92,Bread,1,CUST0271,25.92
2025-02-27,51.79,Yogurt,1,CUST0191,51.79
2025-02-27,5.03,Eggs,1,CUST0206,5.03
2025-02-28,40.36,Wheat Flour,1,CUST0039,40.36
2025-02-28,377.41,Chicken,2,CUST0202,188.7
2025-02-28,96.7,Sugar,2,CUST0203,48.35
2025-02-28,406.23,Chicken,2,CUST0083,203.11
2025-02-28,496.94,Fish,2,CUST0016,248.47
2025-02-28,40.3,Vegetables,1,CUST0030,40.3
2025-02-28,159.15,Chicken,1,CUST0296,159.15
2025-02-28,95.46,Pulses,1,CUST0044,95.46
2025-02-28,174.12,Coffee,1,CUST0063,174.12
2025-02-28,56.31,Milk,1,CUST0291,56.31
2025-02-28,119.95,Vegetables,3,CUST0068,39.98
2025-02-28,242.67,Fish,1,CUST0216,242.67
2025-02-28,90.27,Tomatoes,2,CUST0231,45.14
2025-02-28,233.43,Fish,1,CUST0219,233.43
2025-02-28,432.64,Basmati Rice,5,CUST0143,86.53
2025-02-28,730.68,Fish,3,CUST0278,243.56
2025-02-28,112.03,Tea,1,CUST0270,112.03
2025-02-28,5.19,Eggs,1,CUST0029,5.19
2025-02-28,26.68,Biscuits,1,CUST0190,26.68
2025-02-28,5.27,Eggs,1,CUST0207,5.27
2025-02-28,199.71,Fish,1,CUST0150,199.71
2025-02-28,64.49,Onions,2,CUST0293,32.25
2025-03-01,28.01,Bread,1,CUST0212,28.01
2025-03-01,339.67,Chicken,2,CUST0267,169.84
2025-03-01,62.25,Onions,2,CUST0076,31.12
2025-03-01,85.31,Bread,3,CUST0138,28.44
2025-03-01,83.53,Vegetables,2,CUST0283,41.76
2025-03-01,30.02,Biscuits,1,CUST0160,30.02
2025-03-01,58.47,Yogurt,1,CUST0263,58.47
2025-03-01,29.9,Biscuits,1,CUST0227,29.9
2025-03-01,130.59,Tea,1,CUST0139,130.59
2025-03-01,91.28,Fruits,1,CUST0005,91.28
2025-03-01,190.99,Coffee,1,CUST0286,190.99
2025-03-01,162.66,Spices Mix,2,CUST0026,81.33
2025-03-01,211.94,Fish,1,CUST0282,211.94
2025-03-01,101.88,Pulses,1,CUST0033,101.88
2025-03-01,68.9,Basmati Rice,1,CUST0251,68.9
2025-03-01,31.86,Onions,1,CUST0149,31.86
2025-03-01,171.03,Fruits,2,CUST0174,85.52
2025-03-01,206.09,Pulses,2,CUST0058,103.05
2025-03-01,504.74,Chicken,3,CUST0278,168.25
2025-03-01,28.53,Biscuits,1,CUST0077,28.53
2025-03-01,203.32,Coffee,1,CUST0033,203.32
2025-03-01,117.49,Tea,1,CUST0275,117.49
2025-03-01,5.03,Eggs,1,CUST0080,5.03
2025-03-01,122.37,Tea,1,CUST0095,122.37
2025-03-01,39.83,Vegetables,1,CUST0109,39.83
2025-03-01,43.33,Vegetables,1,CUST0161,43.33
2025-03-01,37.29,Tomatoes,1,CUST0116,37.29
2025-03-01,57.38,Bread,2,CUST0245,28.69
2025-03-02,68.76,Fruits,1,CUST0047,68.76
2025-03-02,39.84,Tomatoes,1,CUST0043,39.84
2025-03-02,22.77,Bread,1,CUST0188,22.77
2025-03-02,44.52,Vegetables,1,CUST0271,44.52
2025-03-02,86.81,Fruits,1,CUST0218,86.81
2025-03-02,24.32,Potatoes,1,CUST0070,24.32
2025-03-02,38.3,Tomatoes,1,CUST0102,38.3
2025-03-02,183.41,Basmati Rice,2,CUST0235,91.71
2025-03-02,87.41,Wheat Flour,2,CUST0138,43.7
2025-03-02,144.75,Cooking Oil,1,CUST0233,144.75
2025-03-02,188.8,Coffee,1,CUST0023,188.8
2025-03-02,44.86,Milk,1,CUST0166,44.86
2025-03-02,225.13,Fish,1,CUST0072,225.13
2025-03-02,150.66,Spices Mix,2,CUST0278,75.33
2025-03-02,127.69,Cooking Oil,1,CUST0220,127.69
2025-03-02,73.68,Basmati Rice,1,CUST0100,73.68
2025-03-02,87.84,Tomatoes,2,CUST0079,43.92
2025-03-02,41.57,Tomatoes,1,CUST0066,41.57
2025-03-02,114.59,Vegetables,3,CUST0202,38.2
2025-03-02,55.65,Bread,2,CUST0186,27.83
2025-03-02,29.07,Onions,1,CUST0284,29.07
2025-03-03,5.26,Eggs,1,CUST0043,5.26
2025-03-03,150.61,Spices Mix,2,CUST0112,75.31
2025-03-03,228.77,Pulses,2,CUST0047,114.38
2025-03-03,498.99,Fish,2,CUST0050,249.49
2025-03-03,4.99,Eggs,1,CUST0106,4.99
2025-03-03,76.08,Vegetables,2,CUST0296,38.04
2025-03-03,217.17,Coffee,1,CUST0057,217.17
2025-03-03,110.65,Pulses,1,CUST0124,110.65
2025-03-03,388.61,Fish,2,CUST0059,194.3
2025-03-03,235.5,Fruits,3,CUST0150,78.5
2025-03-03,83.8,Wheat Flour,2,CUST0083,41.9
2025-03-03,75.1,Vegetables,2,CUST0135,37.55
2025-03-03,84.34,Basmati Rice,1,CUST0106,84.34
2025-03-03,57.55,Biscuits,2,CUST0216,28.77
2025-03-03,43.61,Vegetables,1,CUST0217,43.61
2025-03-03,9.09,Eggs,2,CUST0279,4.54
2025-03-03,82.29,Fruits,1,CUST0041,82.29
2025-03-03,79.91,Sugar,2,CUST0030,39.95
2025-03-03,126.07,Tea,1,CUST0027,126.07
2025-03-03,271.76,Tea,2,CUST0172,135.88
2025-03-03,4.86,Eggs,1,CUST0232,4.86
2025-03-03,102.58,Tea,1,CUST0220,102.58
2025-03-03,50.41,Potatoes,2,CUST0276,25.21
2025-03-03,137.47,Tea,1,CUST0240,137.47
2025-03-04,93.94,Sugar,2,CUST0103,46.97
2025-03-04,71.1,Vegetables,2,CUST0023,35.55
2025-03-04,118.08,Tomatoes,3,CUST0272,39.36
2025-03-04,117.32,Tea,1,CUST0285,117.32
2025-03-04,398.78,Chicken,2,CUST0054,199.39
2025-03-04,325.08,Cooking Oil,2,CUST0147,162.54
2025-03-04,5.17,Eggs,1,CUST0256,5.17
2025-03-04,34.49,Onions,1,CUST0071,34.49
2025-03-04,43.7,Potatoes,2,CUST0202,21.85
2025-03-04,86.71,Basmati Rice,1,CUST0006,86.71
2025-03-04,45.88,Sugar,1,CUST0295,45.88
2025-03-04,103.36,Pulses,1,CUST0221,103.36
2025-03-04,54.2,Biscuits,2,CUST0096,27.1
2025-03-04,45.62,Milk,1,CUST0044,45.62
2025-03-04,90.09,Spices Mix,1,CUST0200,90.09
2025-03-04,40.96,Sugar,1,CUST0153,40.96
2025-03-04,43.34,Tomatoes,1,CUST0135,43.34
2025-03-04,43.08,Vegetables,1,CUST0030,43.08
2025-03-04,70.0,Basmati Rice,1,CUST0189,70.0
2025-03-04,174.18,Coffee,1,CUST0250,174.18
2025-03-04,147.03,Cooking Oil,1,CUST0065,147.03
2025-03-05,238.13,Fish,1,CUST0229,238.13
2025-03-05,37.26,Vegetables,1,CUST0027,37.26
2025-03-05,81.33,Basmati Rice,1,CUST0289,81.33
2025-03-05,112.48,Pulses,1,CUST0147,112.48
2025-03-05,42.74,Tomatoes,1,CUST0279,42.74
2025-03-05,66.51,Onions,2,CUST0152,33.25
2025-03-05,37.47,Wheat Flour,1,CUST0284,37.47
2025-03-05,79.2,Sugar,2,CUST0003,39.6
2025-03-05,223.89,Coffee,1,CUST0252,223.89
2025-03-05,97.27,Milk,2,CUST0165,48.64
2025-03-05,41.48,Sugar,1,CUST0076,41.48
2025-03-05,305.21,Pulses,3,CUST0013,101.74
2025-03-05,125.95,Yogurt,2,CUST0146,62.97
2025-03-05,69.14,Basmati Rice,1,CUST0047,69.14
2025-03-05,134.8,Cooking Oil,1,CUST0192,134.8
2025-03-05,186.26,Coffee,1,CUST0262,186.26
2025-03-05,115.12,Tea,1,CUST0199,115.12
2025-03-05,150.71,Cooking Oil,1,CUST0170,150.71
2025-03-05,84.07,Bread,3,CUST0080,28.02
2025-03-05,170.97,Milk,3,CUST0006,56.99
2025-03-05,44.98,Vegetables,1,CUST0045,44.98
2025-03-05,274.64,Cooking Oil,2,CUST0219,137.32
2025-03-06,322.86,Chicken,2,CUST0106,161.43
2025-03-06,248.82,Sugar,5,CUST0073,49.76
2025-03-06,71.83,Vegetables,2,CUST0045,35.91
2025-03-06,4.91,Eggs,1,CUST0273,4.91
2025-03-06,135.3,Tea,1,CUST0270,135.3
2025-03-06,44.08,Sugar,1,CUST0137,44.08
2025-03-06,116.96,Yogurt,2,CUST0175,58.48
2025-03-06,158.91,Basmati Rice,2,CUST0160,79.46
2025-03-06,86.06,Bread,3,CUST0002,28.69
2025-03-06,81.88,Bread,3,CUST0173,27.29
2025-03-06,420.58,Fish,2,CUST0010,210.29
2025-03-06,80.01,Basmati Rice,1,CUST0235,80.01
2025-03-06,169.84,Chicken,1,CUST0211,169.84
2025-03-06,4.31,Eggs,1,CUST0083,4.31
2025-03-06,45.09,Bread,2,CUST0067,22.55
2025-03-06,383.26,Coffee,2,CUST0050,191.63
2025-03-06,134.58,Cooking Oil,1,CUST0217,134.58
2025-03-06,137.79,Tea,1,CUST0083,137.79
2025-03-06,144.38,Cooking Oil,1,CUST0206,144.38
2025-03-07,32.92,Biscuits,1,CUST0064,32.92
2025-03-07,195.57,Chicken,1,CUST0059,195.57
2025-03-07,419.86,Fish,2,CUST0178,209.93
2025-03-07,47.68,Milk,1,CUST0024,47.68
2025-03-07,27.97,Onions,1,CUST0286,27.97
2025-03-07,22.14,Potatoes,1,CUST0117,22.14
2025-03-07,172.0,Coffee,1,CUST0057,172.0
2025-03-07,118.89,Yogurt,2,CUST0070,59.45
2025-03-07,45.91,Wheat Flour,1,CUST0068,45.91
2025-03-07,197.98,Coffee,1,CUST0184,197.98
2025-03-07,37.99,Tomatoes,1,CUST0175,37.99
2025-03-07,178.76,Coffee,1,CUST0050,178.76
2025-03-07,940.83,Fish,5,CUST0258,188.17
2025-03-07,216.2,Fish,1,CUST0033,216.2
2025-03-07,134.45,Tea,1,CUST0119,134.45
2025-03-07,183.73,Coffee,1,CUST0265,183.73
2025-03-07,5.31,Eggs,1,CUST0269,5.31
2025-03-08,63.87,Yogurt,1,CUST0207,63.87
2025-03-08,25.09,Potatoes,1,CUST0286,25.09
2025-03-08,52.82,Potatoes,2,CUST0290,26.41
2025-03-08,80.96,Vegetables,2,CUST0206,40.48
2025-03-08,709.94,Cooking Oil,5,CUST0088,141.99
2025-03-08,177.23,Spices Mix,2,CUST0247,88.62
2025-03-08,108.92,Tomatoes,3,CUST0002,36.31
2025-03-08,47.81,Sugar,1,CUST0188,47.81
2025-03-08,302.88,Pulses,3,CUST0052,100.96
2025-03-08,34.77,Vegetables,1,CUST0185,34.77
2025-03-08,29.75,Onions,1,CUST0189,29.75
2025-03-08,70.12,Tomatoes,2,CUST0096,35.06
2025-03-08,41.04,Vegetables,1,CUST0084,41.04
2025-03-08,232.32,Milk,5,CUST0290,46.46
2025-03-08,160.84,Onions,5,CUST0170,32.17
2025-03-08,182.57,Pulses,2,CUST0201,91.28
2025-03-08,401.93,Basmati Rice,5,CUST0156,80.39
2025-03-08,78.1,Basmati Rice,1,CUST0121,78.1
2025-03-08,36.34,Tomatoes,1,CUST0141,36.34
2025-03-08,256.03,Tea,2,CUST0185,128.02
2025-03-08,38.49,Wheat Flour,1,CUST0226,38.49
2025-03-08,278.57,Pulses,3,CUST0250,92.86
2025-03-08,66.86,Onions,2,CUST0159,33.43
2025-03-08,368.1,Fruits,5,CUST0021,73.62
2025-03-08,59.88,Biscuits,2,CUST0142,29.94
2025-03-08,15.78,Eggs,3,CUST0081,5.26
2025-03-08,5.71,Eggs,1,CUST0073,5.71
2025-03-08,9.11,Eggs,2,CUST0252,4.56
2025-03-08,667.83,Cooking Oil,5,CUST0125,133.57
2025-03-08,75.75,Vegetables,2,CUST0171,37.88
2025-03-08,52.64,Milk,1,CUST0136,52.64
2025-03-08,34.36,Tomatoes,1,CUST0169,34.36
2025-03-09,598.82,Chicken,3,CUST0038,199.61
2025-03-09,41.6,Sugar,1,CUST0270,41.6
2025-03-09,252.48,Sugar,5,CUST0048,50.5
2025-03-09,261.7,Fruits,3,CUST0263,87.23
2025-03-09,415.42,Coffee,2,CUST0013,207.71
2025-03-09,155.51,Chicken,1,CUST0080,155.51
2025-03-09,43.1,Tomatoes,1,CUST0100,43.1
2025-03-09,68.47,Fruits,1,CUST0093,68.47
2025-03-09,204.61,Chicken,1,CUST0131,204.61
2025-03-09,85.18,Tomatoes,2,CUST0150,42.59
2025-03-09,69.27,Spices Mix,1,CUST0071,69.27
2025-03-09,78.23,Onions,3,CUST0055,26.08
2025-03-09,200.37,Pulses,2,CUST0148,100.18
2025-03-09,79.15,Basmati Rice,1,CUST0190,79.15
2025-03-09,25.86,Onions,1,CUST0101,25.86
2025-03-09,196.94,Coffee,1,CUST0271,196.94
2025-03-09,28.43,Potatoes,1,CUST0204,28.43
2025-03-09,214.12,Fruits,3,CUST0009,71.37
2025-03-09,52.99,Milk,1,CUST0270,52.99
2025-03-09,42.13,Vegetables,1,CUST0082,42.13
2025-03-09,80.16,Spices Mix,1,CUST0038,80.16
2025-03-09,68.54,Bread,3,CUST0189,22.85
2025-03-09,39.39,Sugar,1,CUST0092,39.39
2025-03-09,84.92,Biscuits,3,CUST0033,28.31
2025-03-09,4.55,Eggs,1,CUST0228,4.55
2025-03-09,26.88,Onions,1,CUST0222,26.88
2025-03-09,65.25,Yogurt,1,CUST0022,65.25
2025-03-09,203.59,Pulses,2,CUST0240,101.79
2025-03-09,46.06,Sugar,1,CUST0115,46.06
2025-03-09,51.28,Sugar,1,CUST0205,51.28
2025-03-09,88.49,Wheat Flour,2,CUST0226,44.24
2025-03-09,460.08,Fish,2,CUST0153,230.04
2025-03-09,5.23,Eggs,1,CUST0243,5.23
2025-03-10,26.02,Potatoes,1,CUST0222,26.02
2025-03-10,38.54,Tomatoes,1,CUST0048,38.54
2025-03-10,216.64,Fish,1,CUST0003,216.64
2025-03-10,86.01,Pulses,1,CUST0232,86.01
2025-03-10,23.7,Eggs,5,CUST0066,4.74
2025-03-10,98.66,Pulses,1,CUST0084,98.66
2025-03-10,49.97,Sugar,1,CUST0129,49.97
2025-03-10,27.39,Potatoes,1,CUST0009,27.39
2025-03-10,267.89,Pulses,3,CUST0046,89.3
2025-03-10,44.55,Milk,1,CUST0260,44.55
2025-03-10,35.49,Wheat Flour,1,CUST0048,35.49
2025-03-10,88.17,Basmati Rice,1,CUST0052,88.17
2025-03-10,54.03,Potatoes,2,CUST0121,27.01
2025-03-10,75.35,Fruits,1,CUST0120,75.35
2025-03-10,386.75,Chicken,2,CUST0246,193.38
2025-03-10,23.29,Bread,1,CUST0093,23.29
2025-03-10,45.2,Sugar,1,CUST0050,45.2
2025-03-10,120.31,Potatoes,5,CUST0022,24.06
2025-03-10,51.9,Potatoes,2,CUST0129,25.95
2025-03-10,122.85,Tea,1,CUST0096,122.85
2025-03-10,86.19,Spices Mix,1,CUST0248,86.19
2025-03-10,99.32,Sugar,2,CUST0024,49.66
2025-03-10,100.23,Pulses,1,CUST0030,100.23
2025-03-11,129.18,Yogurt,2,CUST0049,64.59
2025-03-11,26.75,Bread,1,CUST0108,26.75
2025-03-11,98.13,Sugar,2,CUST0088,49.06
2025-03-11,71.81,Basmati Rice,1,CUST0155,71.81
2025-03-11,90.89,Fruits,1,CUST0127,90.89
2025-03-11,663.86,Fish,3,CUST0283,221.29
2025-03-11,86.84,Biscuits,3,CUST0237,28.95
2025-03-11,109.31,Tea,1,CUST0228,109.31
2025-03-11,34.54,Vegetables,1,CUST0257,34.54
2025-03-11,683.1,Cooking Oil,5,CUST0096,136.62
2025-03-11,87.89,Fruits,1,CUST0260,87.89
2025-03-11,47.58,Sugar,1,CUST0238,47.58
2025-03-11,77.78,Biscuits,3,CUST0138,25.93
2025-03-11,88.37,Fruits,1,CUST0184,88.37
2025-03-11,57.52,Yogurt,1,CUST0187,57.52
2025-03-11,136.48,Tomatoes,3,CUST0170,45.49
2025-03-11,533.28,Chicken,3,CUST0230,177.76
2025-03-11,84.89,Biscuits,3,CUST0224,28.3
2025-03-11,30.0,Onions,1,CUST0093,30.0
2025-03-11,16.21,Eggs,3,CUST0237,5.4
2025-03-11,216.58,Fish,1,CUST0015,216.58
2025-03-11,72.8,Fruits,1,CUST0223,72.8
2025-03-11,289.87,Cooking Oil,2,CUST0123,144.93
2025-03-11,27.22,Onions,1,CUST0214,27.22
2025-03-12,1096.91,Fish,5,CUST0266,219.38
2025-03-12,207.51,Tea,2,CUST0251,103.76
2025-03-12,218.97,Fish,1,CUST0099,218.97
2025-03-12,23.92,Bread,1,CUST0019,23.92
2025-03-12,51.32,Milk,1,CUST0098,51.32
2025-03-12,48.33,Milk,1,CUST0136,48.33
2025-03-12,22.96,Bread,1,CUST0242,22.96
2025-03-12,16.23,Eggs,3,CUST0132,5.41
2025-03-12,77.48,Wheat Flour,2,CUST0269,38.74
2025-03-12,153.15,Basmati Rice,2,CUST0093,76.58
2025-03-12,167.35,Cooking Oil,1,CUST0080,167.35
2025-03-12,54.53,Milk,1,CUST0013,54.53
2025-03-12,86.04,Pulses,1,CUST0142,86.04
2025-03-12,23.65,Bread,1,CUST0262,23.65
2025-03-12,25.1,Potatoes,1,CUST0081,25.1
2025-03-12,5.58,Eggs,1,CUST0046,5.58
2025-03-12,76.88,Fruits,1,CUST0114,76.88
2025-03-12,14.66,Eggs,3,CUST0257,4.89
2025-03-12,85.77,Spices Mix,1,CUST0115,85.77
2025-03-12,96.49,Milk,2,CUST0141,48.25
2025-03-12,159.49,Fruits,2,CUST0074,79.75
2025-03-12,38.12,Tomatoes,1,CUST0146,38.12
2025-03-12,102.9,Tomatoes,3,CUST0047,34.3
2025-03-13,63.48,Yogurt,1,CUST0059,63.48
2025-03-13,28.78,Onions,1,CUST0069,28.78
2025-03-13,5.65,Eggs,1,CUST0190,5.65
2025-03-13,77.1,Spices Mix,1,CUST0270,77.1
2025-03-13,44.46,Sugar,1,CUST0083,44.46
2025-03-13,5.02,Eggs,1,CUST0298,5.02
2025-03-13,396.79,Coffee,2,CUST0159,198.39
2025-03-13,85.24,Pulses,1,CUST0117,85.24
2025-03-13,28.41,Biscuits,1,CUST0079,28.41
2025-03-13,296.62,Yogurt,5,CUST0247,59.32
2025-03-13,55.34,Yogurt,1,CUST0118,55.34
2025-03-13,85.09,Spices Mix,1,CUST0202,85.09
2025-03-13,163.64,Basmati Rice,2,CUST0141,81.82
2025-03-13,174.12,Pulses,2,CUST0137,87.06
2025-03-13,79.31,Spices Mix,1,CUST0207,79.31
2025-03-13,162.84,Cooking Oil,1,CUST0101,162.84
2025-03-13,89.38,Spices Mix,1,CUST0202,89.38
2025-03-13,53.8,Yogurt,1,CUST0122,53.8
2025-03-13,74.7,Spices Mix,1,CUST0258,74.7
2025-03-13,27.2,Biscuits,1,CUST0150,27.2
2025-03-13,171.3,Spices Mix,2,CUST0192,85.65
2025-03-13,59.19,Biscuits,2,CUST0264,29.6
2025-03-13,34.44,Wheat Flour,1,CUST0103,34.44
2025-03-13,438.89,Basmati Rice,5,CUST0016,87.78
2025-03-13,54.2,Milk,1,CUST0209,54.2
2025-03-14,93.6,Pulses,1,CUST0230,93.6
2025-03-14,11.44,Eggs,2,CUST0259,5.72
2025-03-14,213.72,Coffee,1,CUST0271,213.72
2025-03-14,88.25,Fruits,1,CUST0084,88.25
2025-03-14,213.08,Coffee,1,CUST0240,213.08
2025-03-14,201.33,Fish,1,CUST0224,201.33
2025-03-14,84.74,Potatoes,3,CUST0281,28.25
2025-03-14,86.76,Spices Mix,1,CUST0027,86.76
2025-03-14,91.95,Spices Mix,1,CUST0086,91.95
2025-03-14,71.76,Basmati Rice,1,CUST0041,71.76
2025-03-14,76.74,Vegetables,2,CUST0200,38.37
2025-03-14,23.84,Bread,1,CUST0054,23.84
2025-03-14,28.09,Bread,1,CUST0087,28.09
2025-03-14,51.33,Yogurt,1,CUST0007,51.33
2025-03-14,91.67,Vegetables,2,CUST0041,45.83
2025-03-14,52.41,Yogurt,1,CUST0156,52.41
2025-03-14,589.98,Chicken,3,CUST0280,196.66
2025-03-14,200.73,Chicken,1,CUST0218,200.73
2025-03-14,36.65,Tomatoes,1,CUST0239,36.65
2025-03-14,170.31,Coffee,1,CUST0286,170.31
2025-03-14,34.06,Biscuits,1,CUST0177,34.06
2025-03-14,174.49,Coffee,1,CUST0199,174.49
2025-03-15,344.06,Basmati Rice,5,CUST0241,68.81
2025-03-15,79.73,Vegetables,2,CUST0187,39.86
2025-03-15,50.32,Milk,1,CUST0089,50.32
2025-03-15,115.43,Tea,1,CUST0129,115.43
2025-03-15,200.2,Yogurt,3,CUST0150,66.73
2025-03-15,56.52,Milk,1,CUST0254,56.52
2025-03-15,72.08,Spices Mix,1,CUST0134,72.08
2025-03-15,359.76,Coffee,2,CUST0179,179.88
2025-03-15,166.03,Yogurt,3,CUST0209,55.34
2025-03-15,410.08,Fruits,5,CUST0106,82.02
2025-03-15,154.93,Cooking Oil,1,CUST0008,154.93
2025-03-15,126.4,Yogurt,2,CUST0226,63.2
2025-03-15,42.85,Tomatoes,1,CUST0199,42.85
2025-03-15,110.19,Pulses,1,CUST0205,110.19
2025-03-15,47.57,Sugar,1,CUST0246,47.57
2025-03-15,183.22,Basmati Rice,2,CUST0285,91.61
2025-03-15,371.94,Chicken,2,CUST0296,185.97
2025-03-15,43.62,Potatoes,2,CUST0032,21.81
2025-03-15,34.83,Tomatoes,1,CUST0219,34.83
2025-03-15,25.58,Onions,1,CUST0283,25.58
2025-03-15,157.83,Cooking Oil,1,CUST0051,157.83
2025-03-15,55.51,Biscuits,2,CUST0150,27.75
2025-03-15,70.8,Spices Mix,1,CUST0011,70.8
2025-03-15,232.08,Fruits,3,CUST0040,77.36
2025-03-15,197.38,Fish,1,CUST0009,197.38
2025-03-15,205.63,Fruits,3,CUST0150,68.54
2025-03-15,81.95,Wheat Flour,2,CUST0224,40.97
2025-03-15,51.84,Milk,1,CUST0271,51.84
2025-03-15,223.79,Sugar,5,CUST0128,44.76
2025-03-15,47.27,Potatoes,2,CUST0292,23.64
2025-03-15,65.6,Biscuits,2,CUST0104,32.8
2025-03-16,11.42,Eggs,2,CUST0284,5.71
2025-03-16,134.62,Cooking Oil,1,CUST0078,134.62
2025-03-16,141.72,Basmati Rice,2,CUST0089,70.86
2025-03-16,73.79,Tomatoes,2,CUST0027,36.89
2025-03-16,89.78,Spices Mix,1,CUST0171,89.78
2025-03-16,199.03,Chicken,1,CUST0251,199.03
2025-03-16,143.4,Fruits,2,CUST0079,71.7
2025-03-16,84.95,Spices Mix,1,CUST0053,84.95
2025-03-16,57.03,Milk,1,CUST0069,57.03
2025-03-16,17.14,Eggs,3,CUST0272,5.71
2025-03-16,195.84,Coffee,1,CUST0266,195.84
2025-03-16,148.48,Cooking Oil,1,CUST0172,148.48
2025-03-16,75.02,Wheat Flour,2,CUST0239,37.51
2025-03-16,35.32,Wheat Flour,1,CUST0295,35.32
2025-03-16,88.98,Spices Mix,1,CUST0028,88.98
2025-03-16,324.15,Yogurt,5,CUST0053,64.83
2025-03-16,205.31,Coffee,1,CUST0065,205.31
2025-03-16,133.13,Tea,1,CUST0021,133.13
2025-03-16,85.78,Vegetables,2,CUST0075,42.89
